UniProt_A	GeneSymbol_A	UniProt_B	GeneSymbol_B	Databases	PubMed_IDs	Undirected	Direction_A-B	Direction_B-A	Stimulatory_A-B	Inhibitory_A-B	Stimulatory_B-A	Inhibitory_B-A	Category
Q01279	Egfr	Q61526	Erbb3	SignaLink3;HPRD;BioGRID;SPIKE;Li2012;Signor;IntAct;PhosphoPoint	10572067;17145710;12648464;7929151;10527633;24189400;18803307;23436906;17148612;23866081;21278786	HPRD;BioGRID;SPIKE;IntAct	SignaLink3;Li2012;Signor;ACSN;PhosphoPoint	ACSN	SignaLink3;Signor				PPI
Q01279	Egfr	Q9CQ19	Myl9	phosphoELM;PhosphoPoint;MIMP	8578591		phosphoELM;PhosphoPoint;MIMP						PPI
Q01279	Egfr	P08752	Gnai2	HPRD;PhosphoPoint	11286993	HPRD	PhosphoPoint						PPI
Q01279	Egfr	O35718	Socs3	CancerCellMap;HPRD;BioGRID;IntAct;PhosphoPoint	12070153;25402006;24658140	HPRD;BioGRID;IntAct;CancerCellMap	PhosphoPoint						PPI
Q01279	Egfr	O70456	Sfn	SignaLink3;HPRD;BioGRID;InnateDB;IntAct	16799092;25402006;24658140;24189400	HPRD;BioGRID;InnateDB;IntAct	SignaLink3						PPI
Q01279	Egfr	P11416	Rara	SignaLink3	11788593			SignaLink3			SignaLink3		PPI
Q01279	Egfr	P23475	Xrcc6	HPRD;PhosphoPoint	9430697	HPRD	PhosphoPoint						PPI
Q01279	Egfr	P47941	Crkl	BioGRID;IntAct;PhosphoPoint	18271526;25402006;24658140;23397142;16729043	BioGRID;IntAct	PhosphoPoint						PPI
Q01279	Egfr	P70677	Casp3	InnateDB;SignaLink3	11226410	InnateDB	SignaLink3;KEGG	ACSN	KEGG				PPI
Q01279	Egfr	P97428	Rgs16	HPRD-phos;phosphoELM;MIMP;CancerCellMap;HPRD;BioGRID;Signor;PhosphoPoint	11602604;12588871	HPRD;BioGRID;CancerCellMap	HPRD-phos;phosphoELM;MIMP;CancerCellMap;Signor;PhosphoPoint		Signor				PPI
Q01279	Egfr	P28033	Cebpb	HPRD;PhosphoPoint	12095417	HPRD	PhosphoPoint						PPI
Q01279	Egfr	P63330	Ppp2ca	MIMP			MIMP	ACSN					PPI
Q01279	Egfr	Q63844	Mapk3	phosphoELM;SignaLink3;MIMP;PhosphoSite;Signor	1651322;1939237;27531070;2543683;2115882;16785992		ACSN	PhosphoSite_dir;phosphoELM;SignaLink3;MIMP;PhosphoSite;Signor				SignaLink3;Signor	PPI
Q01279	Egfr	Q60751	Igf1r	BioGRID	17047074;17307140	BioGRID	ACSN	ACSN					PPI
Q01279	Egfr	P28867	Prkcd	HPRD;HPRD-phos;MIMP;PhosphoPoint	2984676;2987962	HPRD		HPRD-phos;MIMP;ACSN;PhosphoPoint					PPI
Q01279	Egfr	P31938	Map2k1	HPRD;SPIKE;PhosphoPoint;CancerCellMap	15531749;12556561	HPRD;CancerCellMap	SPIKE;KEGG;ACSN	PhosphoPoint	SPIKE;KEGG				PPI
Q01279	Egfr	P09405	Ncl	BioGRID	24780295;28065597;25261371	BioGRID							PPI
Q01279	Egfr	P34152	Ptk2	MIMP;HPRD;BioGRID;PhosphoSite;Signor;IntAct;PhosphoPoint	20802513;10806474;25402006;24658140	HPRD;BioGRID;IntAct	PhosphoSite_dir;ACSN;MIMP;PhosphoSite;Signor;KEGG;PhosphoPoint		Signor;KEGG				PPI
Q01279	Egfr	P26040	Ezr	HPRD-phos;phosphoELM;PhosphoSite_noref;PhosphoSite;Li2012;Signor;PhosphoPoint;HPRD;MIMP;IntAct	15647376;1382070;9230083;12560083;24658140	HPRD;Signor;IntAct	HPRD-phos;phosphoELM;PhosphoSite_noref;PhosphoSite;Li2012;Signor;PhosphoPoint;PhosphoSite_dir;MIMP		Signor				PPI
Q01279	Egfr	P25446	Fas	HPRD;PhosphoPoint	12586732	HPRD	PhosphoPoint						PPI
Q01279	Egfr	P84091	Ap2m1	BioGRID;Signor;IntAct	19351721;20029029;23956138;24189400;24797263	BioGRID;IntAct		Signor				Signor	PPI
Q01279	Egfr	P26618	Pdgfra	BioGRID;IntAct	25402006;24658140	BioGRID;IntAct	ACSN	ACSN					PPI
Q01279	Egfr	Q64434	Ptk6	CancerCellMap;HPRD;BioGRID;IntAct;PhosphoPoint	8940083;16273093;11114724	HPRD;BioGRID;IntAct;CancerCellMap		PhosphoPoint					PPI
Q01279	Egfr	Q8BMC3	Shc2	SignaLink3;BioGRID;Signor;IntAct;PhosphoPoint	8760305;11350724;16273093;24430869	BioGRID;IntAct	SignaLink3;KEGG;PhosphoPoint;Signor		SignaLink3;KEGG;Signor				PPI
Q01279	Egfr	Q3TTA7	Cblb	SignaLink3;CancerCellMap;HPRD;CA1;BioGRID;Signor;PhosphoPoint	11375397;16729043;10086340;16702950;19531499;18271526;10635327;24797263;10542134	HPRD;BioGRID;CancerCellMap	PhosphoPoint	SignaLink3;CancerCellMap;CA1;Signor;ACSN				CA1;SignaLink3;Signor	PPI
Q01279	Egfr	P13597	Icam1	HPRD;InnateDB;SignaLink3	16799092	HPRD;InnateDB	SignaLink3						PPI
Q01279	Egfr	P31257	Hoxc10	HPRD;InnateDB;SignaLink3	16799092	HPRD;InnateDB	SignaLink3						PPI
Q01279	Egfr	Q6P549	Inppl1	HPRD;BioGRID;PhosphoPoint;CancerCellMap	11349134;19713535	HPRD;BioGRID;CancerCellMap	PhosphoPoint						PPI
Q01279	Egfr	Q99M87	Dnaja3	BioGRID	23698466;23956138;24797263	BioGRID							PPI
Q01279	Egfr	Q8VDN2	Atp1a1	HPRD;BioGRID;SignaLink3;InnateDB	16799092;24797263;28065597	HPRD;BioGRID;InnateDB	SignaLink3						PPI
Q01279	Egfr	O55033	Nck2	SignaLink3;CancerCellMap;HPRD;BioGRID;Signor;IntAct;PhosphoPoint	10026169;9843575;9737977;25402006;24658140;1333047	HPRD;BioGRID;IntAct;CancerCellMap	SignaLink3;Signor;PhosphoPoint		SignaLink3;Signor				PPI
Q01279	Egfr	P31725	S100a9	HPRD;BioGRID;SignaLink3;InnateDB	16799092	HPRD;BioGRID;InnateDB	SignaLink3						PPI
Q01279	Egfr	Q61490	Alcam	HPRD;InnateDB;SignaLink3	16799092	HPRD;InnateDB	SignaLink3						PPI
Q01279	Egfr	Q61120	Shc3	SignaLink3;PhosphoSite_noref;MIMP;HPRD;BioGRID;Signor;IntAct;PhosphoPoint	9507002;8760305;24212772;16273093;8662772	HPRD;BioGRID;IntAct	PhosphoSite_dir;SignaLink3;PhosphoSite_noref;MIMP;Signor;PhosphoPoint		SignaLink3;Signor				PPI
Q01279	Egfr	Q91ZM2	Sh2b1	BioGRID;IntAct;PhosphoPoint	16273093;25402006;24658140	BioGRID;IntAct	PhosphoPoint						PPI
Q01279	Egfr	A2ALS5	Rap1gap	PhosphoPoint			PhosphoPoint						PPI
Q01279	Egfr	O54928	Socs5	HPRD;InnateDB;SignaLink3	15590694;15695332	HPRD;InnateDB	SignaLink3	SignaLink3					PPI
Q01279	Egfr	Q62420	Sh3gl2	BioGRID;IntAct	15456872;25402006;24658140;24854121;11894095	BioGRID;IntAct							PPI
Q01279	Egfr	Q9D7X3	Dusp3	Signor;DEPOD	21262974;1281549			Signor;DEPOD				Signor	PPI
Q01279	Egfr	P70193	Lrig1	BioGRID;SignaLink3;Signor	15282549;1534571;15345710;18542056	BioGRID	SignaLink3	Signor	SignaLink3			Signor	PPI
Q01279	Egfr	Q06186	Hbegf	SignaLink3;HPRD;BioGRID;Signor;PhosphoPoint	10209155;14967450;12725245;15358134	HPRD;BioGRID	ACSN;PhosphoPoint	SignaLink3;KEGG;ACSN;Signor			SignaLink3;KEGG;Signor		PPI
Q01279	Egfr	Q9QVP9	Ptk2b	SignaLink3;HPRD;CA1;BioGRID;InnateDB;PhosphoPoint	14963038;11274221;10777553;10980697	HPRD;BioGRID;InnateDB	SignaLink3;PhosphoPoint	CA1			CA1		PPI
Q01279	Egfr	P14094	Atp1b1	HPRD;InnateDB;SignaLink3	16799092	HPRD;InnateDB	SignaLink3						PPI
Q01279	Egfr	O88888	Apba3	IntAct;PhosphoPoint	16273093	IntAct	PhosphoPoint						PPI
Q01279	Egfr	O08908	Pik3r2	HPRD;BioGRID;IntAct;PhosphoPoint	19531499;16273093;23956138;25402006;1334406;24658140;11172806	HPRD;BioGRID;IntAct	ACSN;PhosphoPoint						PPI
Q01279	Egfr	P97504	Bmx	IntAct;PhosphoPoint	16273093	IntAct	PhosphoPoint						PPI
Q01279	Egfr	Q05928	Btc	HPRD;SignaLink3;PhosphoPoint;Signor	10209155;9528863;23382875;14967450	HPRD	PhosphoPoint	SignaLink3;KEGG;Signor			SignaLink3;KEGG;Signor		PPI
Q01279	Egfr	Q91VH2	Snx9	BioGRID;SignaLink3;IntAct	16316319;25402006;24658140	BioGRID;IntAct		SignaLink3			SignaLink3		PPI
Q01279	Egfr	Q99MK8	Grk2	HPRD;IntAct;PhosphoPoint	15620700	HPRD;IntAct		PhosphoPoint					PPI
Q01279	Egfr	P70218	Map4k1	HPRD;BioGRID;IntAct;PhosphoPoint	9346925;25402006;24658140	HPRD;BioGRID;IntAct		PhosphoPoint					PPI
Q01279	Egfr	Q00993	Axl	IntAct	25873175	IntAct							PPI
Q01279	Egfr	P26231	Ctnna1	BioGRID;IntAct	25241761;24189400	BioGRID;IntAct	ACSN						PPI
Q01279	Egfr	Q62151	Ager	IntAct	16954185	IntAct							PPI
Q01279	Egfr	Q64143	Pik3r3	BioGRID;IntAct;PhosphoPoint	16273093;25402006;25241761;24658140	BioGRID;IntAct	ACSN;PhosphoPoint						PPI
Q01279	Egfr	Q9CX99	Grap	SignaLink3	8647802		SignaLink3		SignaLink3				PPI
Q01279	Egfr	Q9DBC7	Prkar1a	HPRD;PhosphoPoint;CancerCellMap	9050991	HPRD;CancerCellMap	PhosphoPoint						PPI
Q01279	Egfr	P49070	Camlg	HPRD;BioGRID;IntAct;PhosphoPoint	12919676;25402006;24658140	HPRD;BioGRID;IntAct	PhosphoPoint						PPI
Q01279	Egfr	Q8K3H0	Appl1	IntAct;PhosphoPoint	16273093	IntAct	PhosphoPoint						PPI
Q01279	Egfr	P41241	Csk	BioGRID;IntAct;PhosphoPoint	16729043;24797263;25402006;24658140	BioGRID;IntAct		ACSN;PhosphoPoint					PPI
Q01279	Egfr	P41233	Abca1	PhosphoSite_noref			PhosphoSite_dir;PhosphoSite_noref						PPI
Q01279	Egfr	P48025	Syk	IntAct;PhosphoPoint	16273093	IntAct	PhosphoPoint						PPI
Q01279	Egfr	Q5EG47	Prkaa1	PhosphoSite_noref				PhosphoSite_dir;PhosphoSite_noref					PPI
Q01279	Egfr	Q60992	Vav2	HPRD-phos;phosphoELM;PhosphoSite_noref;BioGRID;PhosphoSite;Signor;PhosphoPoint;HPRD;MIMP;IntAct	10618391;12454019;26910843;17389395;17016520;11516622;10938113;19531499;20940296;18271526;24797263	HPRD;BioGRID;IntAct	HPRD-phos;phosphoELM;PhosphoSite_noref;PhosphoSite;Signor;PhosphoPoint;PhosphoSite_dir;MIMP	Signor	Signor		Signor		PPI
Q01279	Egfr	P10852	Slc3a2	HPRD;BioGRID;SignaLink3;InnateDB	16799092;24797263;24189400	HPRD;BioGRID;InnateDB	SignaLink3						PPI
Q01279	Egfr	Q60960	Kpna1	IntAct	20692258	IntAct							PPI
Q01279	Egfr	P97813	Pld2	HPRD-phos;MIMP;HPRD;PhosphoSite;Signor;PhosphoPoint	9837959;20647543	HPRD	HPRD-phos;PhosphoSite_dir;MIMP;PhosphoSite;Signor;PhosphoPoint		Signor				PPI
Q01279	Egfr	P27870	Vav1	CancerCellMap;HPRD;BioGRID;Li2012;IntAct;PhosphoPoint	10938113;16273093;25402006;24658140	HPRD;BioGRID;IntAct;CancerCellMap	Li2012;PhosphoPoint						PPI
Q01279	Egfr	Q91ZA6	Socs4	InnateDB;SignaLink3	17997974	InnateDB		SignaLink3					PPI
Q01279	Egfr	Q9ERK4	Cse1l	BioGRID	23956138;28065597	BioGRID	KEGG			KEGG			PPI
Q01279	Egfr	Q8CIH5	Plcg2	BioGRID;IntAct;PhosphoPoint	16273093;25402006;25241761;24658140	BioGRID;IntAct	PhosphoPoint						PPI
Q01279	Egfr	Q99LI8	Hgs	HPRD-phos;phosphoELM;MIMP;HPRD;BioGRID;Li2012;Signor;IntAct;PhosphoPoint	12953068;17016520;18508924;15212941;23153581;23602387;23477725;25588945;20308550	HPRD;BioGRID;IntAct	HPRD-phos;phosphoELM;MIMP;Li2012;Signor;PhosphoPoint		Signor				PPI
Q01279	Egfr	P11688	Itga5	HPRD;PhosphoPoint	10888683	HPRD	PhosphoPoint						PPI
Q01279	Egfr	Q62225	Cish	BioGRID;IntAct;PhosphoPoint	16273093;25402006;24658140	BioGRID;IntAct	PhosphoPoint						PPI
Q01279	Egfr	O54967	Tnk2	HPRD;BioGRID;PhosphoPoint	20086093;19815557;17182860;18435854;18271526;24413169;8647288;8497321	HPRD;BioGRID		PhosphoPoint					PPI
Q01279	Egfr	O08919	Numbl	IntAct;PhosphoPoint	16273093	IntAct	PhosphoPoint						PPI
Q01279	Egfr	P31809	Ceacam1	HPRD;PhosphoPoint	15467833	HPRD	PhosphoPoint						PPI
Q01279	Egfr	P70268	Pkn1	Signor;MIMP	21749319			Signor;MIMP				Signor	PPI
Q01279	Egfr	P68369	Tuba1a	SignaLink3;HPRD;BioGRID;InnateDB;IntAct	16799092;25402006;24658140	HPRD;BioGRID;InnateDB;IntAct	SignaLink3						PPI
Q01279	Egfr	Q9WVC3	Cav2	SignaLink3;HPRD;BioGRID;InnateDB;IntAct	16799092;25402006;24658140;15273741	HPRD;BioGRID;InnateDB;IntAct	SignaLink3						PPI
Q01279	Egfr	P31955	Areg	HPRD;SignaLink3;PhosphoPoint;Signor	10085134;1020916;10209155;20513444	HPRD	PhosphoPoint	SignaLink3;KEGG;Signor			SignaLink3;KEGG;Signor		PPI
Q01279	Egfr	Q9QXS1	Plec	HPRD;PhosphoPoint;CancerCellMap	12577067	HPRD;CancerCellMap	PhosphoPoint						PPI
Q01279	Egfr	P15379	Cd44	HPRD;BioGRID;PhosphoPoint	12093135;15597342;23265944	HPRD;BioGRID	PhosphoPoint						PPI
Q01279	Egfr	Q9JJU8	Sh3bgrl	IntAct;PhosphoPoint	20029029;16729043	IntAct	PhosphoPoint						PPI
Q01279	Egfr	P19157	Gstp1	MIMP;PhosphoSite_noref;BioGRID;PhosphoSite;Signor	19254954;26429914	BioGRID	PhosphoSite_dir;PhosphoSite_noref;PhosphoSite;MIMP;Signor		Signor				PPI
Q01279	Egfr	Q9ERE9	Mapk8ip2	BioGRID;IntAct;PhosphoPoint	16273093;25402006;24658140	BioGRID;IntAct	PhosphoPoint						PPI
Q01279	Egfr	Q3UPW2	Elf3	HPRD;PhosphoPoint;CancerCellMap	1651322	HPRD	PhosphoPoint	CancerCellMap					PPI
Q01279	Egfr	Q02384	Sos2	HPRD;BioGRID;IntAct;PhosphoPoint	10675333;19531499;18271526;23956138;24797263;25402006;24658140	HPRD;BioGRID;IntAct	ACSN;PhosphoPoint						PPI
Q01279	Egfr	A2A5Z6	Smurf2	BioGRID	21750651	BioGRID							PPI
Q01279	Egfr	P28654	Dcn	HPRD;BioGRID;PhosphoPoint	12105206;9988678	HPRD;BioGRID	PhosphoPoint						PPI
Q01279	Egfr	P43404	Zap70	BioGRID;IntAct;PhosphoPoint	16273093;25402006;24658140	BioGRID;IntAct	PhosphoPoint						PPI
Q01279	Egfr	Q99JZ7	Errfi1	SignaLink3;CancerCellMap;HPRD;BioGRID;DIP;InnateDB;IntAct;PhosphoPoint	19815557;19531499;18271526;23956138;24189400;24797263;26280531;28065597;11843178;18046415;18776048;23273428	CancerCellMap;HPRD;BioGRID;DIP;InnateDB;IntAct	SignaLink3;PhosphoPoint						PPI
Q01279	Egfr	Q8R550	Sh3kbp1	BioGRID;IntAct;PhosphoPoint	11894095;12177062;15456872;12734385;21635887;16849543;12771190	BioGRID;IntAct	PhosphoPoint						PPI
Q01279	Egfr	P70451	Fer	HPRD;BioGRID;PhosphoPoint	7623846;18271526	HPRD;BioGRID	PhosphoPoint						PPI
Q01279	Egfr	P63248	Pkia	phosphoELM;MIMP;HPRD;Signor;PhosphoPoint	1956339;2434500	HPRD	phosphoELM;MIMP;PhosphoPoint;Signor		Signor				PPI
Q01279	Egfr	Q8R5H6	Wasf1	CA1	9307968		CA1		CA1				PPI
Q01279	Egfr	Q2MHE5	Dok6	IntAct;PhosphoPoint	16273093	IntAct	PhosphoPoint						PPI
Q01279	Egfr	Q8BMP4	Gper1	Signor	11897506			Signor			Signor		PPI
Q01279	Egfr	Q99KE3	Dok4	IntAct;PhosphoPoint	16273093	IntAct	PhosphoPoint						PPI
Q01279	Egfr	Q924X1	Epgn	Signor	20513444			Signor			Signor		PPI
Q01279	Egfr	Q9R0C8	Vav3	HPRD;BioGRID;PhosphoPoint	10938113;24797263;11094073	HPRD;BioGRID	PhosphoPoint						PPI
Q01279	Egfr	Q9D358	Acp1	DEPOD	7532092;2787757;9784386			DEPOD					PPI
Q01279	Egfr	P62715	Ppp2cb	IntAct	24412244	IntAct		ACSN					PPI
Q01279	Egfr	O35601	Fyb1	Li2012			Li2012						PPI
Q01279	Egfr	Q9D1T0	Lingo1	IntAct	17726113	IntAct							PPI
Q01279	Egfr	Q61521	Ereg	HPRD;Signor;PhosphoPoint	20513444;9419975	HPRD	PhosphoPoint	Signor;KEGG			Signor;KEGG		PPI
Q01279	Egfr	Q923T9	Camk2g	MIMP;HPRD;Signor;PhosphoPoint	1309762;10347170	HPRD		Signor;PhosphoPoint;MIMP				Signor	PPI
Q01279	Egfr	P16879	Fes	IntAct;PhosphoPoint	16273093	IntAct	PhosphoPoint						PPI
Q01279	Egfr	Q91ZM9	Dok5	IntAct;PhosphoPoint	16273093	IntAct	PhosphoPoint						PPI
Q01279	Egfr	Q64455	Ptprj	DEPOD;HPRD;BioGRID;Signor;IntAct;PhosphoPoint	19836242;19167335;9115287	HPRD;BioGRID;IntAct	PhosphoPoint	Signor;DEPOD			Signor		PPI
Q01279	Egfr	O09039	Sh2b3	IntAct;PhosphoPoint	16273093	IntAct	PhosphoPoint						PPI
Q01279	Egfr	O35239	Ptpn9	DEPOD	20335174			DEPOD					PPI
Q01279	Egfr	B0V2N1	Ptprs	HPRD;DEPOD;PhosphoPoint	15522239;10435588	HPRD	PhosphoPoint	DEPOD					PPI
Q01279	Egfr	P42567	Eps15	HPRD-phos;MIMP;HPRD;BioGRID;Signor;PhosphoPoint	24269888;17389395;10953014;17016520;9049247;15701692;21226813;19109251;16429130	HPRD;BioGRID	HPRD-phos;MIMP;PhosphoPoint;Signor		Signor				PPI
Q01279	Egfr	Q8BL66	Eea1	IntAct	24597955;22971756	IntAct							PPI
Q01279	Egfr	Q80VP1	Epn1	BioGRID;Signor	19054389;15701692;21226813	BioGRID		Signor				Signor	PPI
Q01279	Egfr	O88811	Stam2	HPRD-phos;HPRD;BioGRID;MIMP;IntAct;PhosphoPoint	11687594;17389395;10993906;19901323;17403676;15212941	HPRD;BioGRID;IntAct	HPRD-phos;MIMP;PhosphoPoint						PPI
Q01279	Egfr	Q05909	Ptprg	IntAct	25970784	IntAct							PPI
Q01279	Egfr	Q5U464	Asap3	PhosphoSite	23776207		PhosphoSite_dir;PhosphoSite						PPI
Q01279	Egfr	P53810	Pitpna	HPRD;PhosphoPoint;CancerCellMap	7761838	HPRD;CancerCellMap	PhosphoPoint						PPI
Q01279	Egfr	Q91VR2	Atp5f1c	HPRD;BioGRID;IntAct;PhosphoPoint	16169070;19531499	HPRD;BioGRID;IntAct	PhosphoPoint						PPI
Q01279	Egfr	Q9QXK9	Sh2d2a	IntAct;PhosphoPoint	16273093	IntAct	PhosphoPoint						PPI
Q01279	Egfr	Q3UHC2	Lrrk1	PhosphoSite;MIMP;IntAct	22337768;24947832	IntAct	PhosphoSite_dir;PhosphoSite;MIMP						PPI
Q01279	Egfr	Q8R1F1	Fam129b	BioGRID;PhosphoSite	26721396	BioGRID	PhosphoSite_dir;PhosphoSite						PPI
Q01279	Egfr	Q9EQR3	Kcnn1	PhosphoSite	23496660		PhosphoSite_dir;PhosphoSite						PPI
Q01279	Egfr	Q9Z0V1	Kcnd3	PhosphoSite	22198508		PhosphoSite_dir;PhosphoSite						PPI
Q01279	Egfr	B1AUH1	Ptpru	DEPOD	8870675			DEPOD					PPI
Q01279	Egfr	P35822	Ptprk	DEPOD	16263724			DEPOD					PPI
Q01279	Egfr	O35609	Scamp3	HPRD-phos;MPPI;HPRD;MIMP;PhosphoPoint	15144186;9658162	HPRD;MPPI	HPRD-phos;MIMP;PhosphoPoint						PPI
Q01279	Egfr	Q08509	Eps8	CancerCellMap;HPRD;BioGRID;IntAct;PhosphoPoint	11408594;25402006;24658140;7532293;12127568	HPRD;BioGRID;IntAct;CancerCellMap	PhosphoPoint						PPI
Q01279	Egfr	Q9WU78	Pdcd6ip	HPRD;BioGRID;IntAct;PhosphoPoint	15456872;12771190;25402006;24658140;15557335	HPRD;BioGRID;IntAct	PhosphoPoint						PPI
Q01279	Egfr	Q8K045	Pkn3	MIMP				MIMP					PPI
Q01279	Egfr	O70469	Dok2	HPRD;PhosphoPoint	10508618	HPRD	PhosphoPoint						PPI
Q01279	Egfr	Q8K021	Scamp1	HPRD;HPRD-phos;PhosphoPoint;MPPI	9658162	HPRD;MPPI	HPRD-phos;PhosphoPoint						PPI
Q01279	Egfr	Q8R1C9	Apbb3	IntAct;PhosphoPoint	16273093	IntAct	PhosphoPoint						PPI
Q01279	Egfr	Q60898	Sla	BioGRID;IntAct;PhosphoPoint	16273093;25402006;24658140	BioGRID;IntAct	PhosphoPoint						PPI
Q01279	Egfr	Q6P8X1	Snx6	HPRD;PhosphoPoint	11279102	HPRD	PhosphoPoint						PPI
Q01279	Egfr	Q64362	Aktip	BioGRID	25151576;27535835	BioGRID							PPI
Q01279	Egfr	Q80YX1	Tnc	HPRD;PhosphoPoint	11470832	HPRD	PhosphoPoint						PPI
Q01279	Egfr	P59672	Anks1a	BioGRID;IntAct;PhosphoPoint	16273093;25402006;24658140	BioGRID;IntAct	PhosphoPoint						PPI
Q01279	Egfr	Q8BZ33	Tns4	IntAct;PhosphoPoint	16273093	IntAct	PhosphoPoint						PPI
Q01279	Egfr	P62317	Snrpd2	HPRD;PhosphoPoint	12577067	HPRD	PhosphoPoint						PPI
Q01279	Egfr	Q9CWK8	Snx2	HPRD;BioGRID;PhosphoPoint	9819414;24797263	HPRD;BioGRID	PhosphoPoint						PPI
Q01279	Egfr	P47877	Igfbp2	BioGRID	25893308	BioGRID							PPI
Q01279	Egfr	Q62384	Zpr1	HPRD;PhosphoPoint	8650580;10938113	HPRD	PhosphoPoint						PPI
Q01279	Egfr	P61750	Arf4	HPRD;BioGRID;PhosphoPoint;CancerCellMap	12446727	HPRD;BioGRID;CancerCellMap	PhosphoPoint						PPI
Q01279	Egfr	Q9CQS8	Sec61b	BioGRID	19602593;20937808	BioGRID							PPI
Q01279	Egfr	Q91YJ2	Snx4	HPRD;PhosphoPoint	9819414	HPRD	PhosphoPoint						PPI
Q01279	Egfr	Q9D684	Rin2	IntAct;PhosphoPoint	16273093	IntAct	PhosphoPoint						PPI
Q01279	Egfr	Q9WV80	Snx1	HPRD;DIP;PhosphoPoint	8638121;9819414	HPRD;DIP	PhosphoPoint						PPI
Q01279	Egfr	Q924Z6	Xpo6	PhosphoPoint			PhosphoPoint						PPI
Q01279	Egfr	Q9DBR4	Apbb2	BioGRID;IntAct;PhosphoPoint	16273093;25402006;24658140	BioGRID;IntAct	PhosphoPoint						PPI
Q01279	Egfr	Q8BIZ1	Anks1b	IntAct;PhosphoPoint	16273093	IntAct	PhosphoPoint						PPI
Q01279	Egfr	P58019	Cd59b	IntAct;PhosphoPoint	12577067	IntAct	PhosphoPoint						PPI
Q01279	Egfr	Q921E2	Rab31	BioGRID	19725050	BioGRID							PPI
Q01279	Egfr	Q80U87	Usp8	BioGRID	17720156;16120644;17121848;23333852;23153581;23477725;25485838;25853104	BioGRID		KEGG			KEGG		PPI
Q01279	Egfr	Q9QWL7	Krt17	HPRD;PhosphoPoint;CancerCellMap	12577067	HPRD;CancerCellMap	PhosphoPoint						PPI
Q01279	Egfr	Q9DCV7	Krt7	HPRD;PhosphoPoint;CancerCellMap	12577067	HPRD;CancerCellMap	PhosphoPoint						PPI
Q01279	Egfr	P00405	Mtco2	HPRD;PhosphoPoint	15282306	HPRD	PhosphoPoint						PPI
Q01279	Egfr	Q8C3K6	Slc5a1	IntAct	18455122	IntAct							PPI
Q01279	Egfr	Q9CZR4	Cmtm8	HPRD;IntAct;PhosphoPoint	16263120	HPRD;IntAct	PhosphoPoint						PPI
Q01279	Egfr	Q9QZE2	Clnk	IntAct;PhosphoPoint	16273093	IntAct	PhosphoPoint						PPI
Q01279	Egfr	Q80U12	Sgsm2	HPRD;IntAct;PhosphoPoint	16169070	HPRD;IntAct	PhosphoPoint						PPI
Q01279	Egfr	Q8R0W0	Eppk1	HPRD;PhosphoPoint	12577067	HPRD	PhosphoPoint						PPI
Q01279	Egfr	O09005	Degs1	HPRD;PhosphoPoint	9188692	HPRD	PhosphoPoint						PPI
Q01279	Egfr	P46425	Gstp2	PhosphoSite_noref;BioGRID;PhosphoSite;Signor;MIMP	19254954;26429914	BioGRID	PhosphoSite_dir;PhosphoSite_noref;PhosphoSite;MIMP;Signor		Signor				PPI
Q01279	Egfr	Q925P2	Ceacam2	HPRD;PhosphoPoint	15467833	HPRD	PhosphoPoint						PPI
Q01279	Egfr	P84228	Hist1h3b	IntAct;PhosphoPoint	12577067	IntAct	PhosphoPoint						PPI
Q2EG98	Pkd1l3	A2A259	Pkd2l1	TRIP;IntAct	20538909;23212381;18535624;16891422	IntAct	TRIP		TRIP				PPI
Q9QXS6	Dbn1	O08586	Pten	IntAct	23940795	IntAct							PPI
Q9QXS6	Dbn1	P49615	Cdk5	PhosphoSite;MIMP	24637538;23979715;28319065			PhosphoSite_dir;PhosphoSite;MIMP					PPI
Q9QXS6	Dbn1	Q9QZL0	Ripk3	IntAct;PhosphoPoint	14743216	IntAct		PhosphoPoint					PPI
Q9QXS6	Dbn1	Q61084	Map3k3	IntAct;PhosphoPoint	14743216	IntAct		PhosphoPoint					PPI
Q9QXS6	Dbn1	P70658	Cxcr4	IntAct	20215400;23926103	IntAct							PPI
Q9QXS6	Dbn1	Q9QWW1	Homer2	HPRD	12676529	HPRD							PPI
Q01853	Vcp	P0CG50	Ubc	BioGRID	17141156;16196087;16822850;12411482;12847084;11483959;22871113;14607830;17550899;16810319;27407164;28190767	BioGRID							PPI
Q01853	Vcp	P54731	Faf1	BioGRID;DIP	18775313;21914798;15743842;20057067;21645854;22102026;22350894;23293021;23383273;24619421;24885147;26842564;26389662	BioGRID;DIP							PPI
Q01853	Vcp	P11881	Itpr1	BioGRID	21610068;16103111	BioGRID							PPI
Q01853	Vcp	Q62388	Atm	MIMP;PhosphoSite_noref				PhosphoSite_dir;MIMP;PhosphoSite_noref					PPI
Q01853	Vcp	Q9Z1E3	Nfkbia	HPRD;BioGRID;IntAct	9452483;10930447;23393163;23383273;24248593;26463447;14743216	HPRD;BioGRID;IntAct							PPI
Q01853	Vcp	P16872	Il7r	InnateDB;SignaLink3	20167604	InnateDB		SignaLink3					PPI
Q01853	Vcp	Q61084	Map3k3	IntAct;PhosphoPoint	14743216	IntAct		PhosphoPoint					PPI
Q01853	Vcp	Q04690	Nf1	BioGRID	22105171	BioGRID							PPI
Q01853	Vcp	Q3ULA2	Btrc	BioGRID	24248593;24429874;26112410	BioGRID							PPI
